"","paper_id","citation","year","first_author","data_origin","journal","bias","code_classification","distributed_network","reporting","linkage","confounding","pre_processing","generalisability","drug_exposures","social_determinants","others","causal_inference","stats_model","data_quality","harmonise_pts_data"
"11","502584","D'Onofrio, Brian M., Sjölander, Arvid, Lahey, Benjamin B., Lichtenstein, Paul, Öberg, A. Sara; Accounting for confounding in observational studies;  2020; Vol 16 25-48","2020","D'Onofrio","Not Mentioned","Annual Review of Clinical Psychology",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"12","502822","Duan, L., Lee, M. S., Doctor, J. N., Adams, J. L.; Addressing unmeasured confounding bias with a prior knowledge guided approach: coronary artery bypass grafting (CABG) versus percutaneous coronary intervention (PCI) in patients with stable ischemic heart disease;  2022;","2022","Duan","the US","Health Services and Outcomes Research Methodology",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"13","504249","Schneeweiss, S.; Automated data-adaptive analytics for electronic healthcare data to study causal treatment effects;  2018; Vol 10 771-788","2018","Schneeweiss","the US","Clinical Epidemiology",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"14","544799","Rassen, Jeremy A., Blin, Patrick, Kloss, Sebastian, Neugebauer, Romain S., Platt, Robert W., Pottegard, Anton, Schneeweiss, Sebastian, Toh, Sengwee; High-dimensional propensity scores for empirical covariate selection in secondary database studies: Planning, implementation, and reporting;  2023; Vol 32(2): 93-106","2023","Rassen","Not Mentioned","Pharmacoepidemiology and Drug Safety",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"15","548754","Loke, Yoon Kong, Mattishent, Katharina; Propensity score methods in real-world epidemiology: A practical guide for first-time users; Diabetes, obesity & metabolism 2020; Vol 22 Suppl 3 13-20","2020","Loke","Not Mentioned","Diabetes, Obesity and Metabolism",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"16","503886","Patel, Chirag J., Burford, Belinda, Ioannidis, John P. A.; Assessment of vibration of effects due to model specification can demonstrate the instability of observational associations;  2015; Vol 68(9): 1046-58","2015","Patel","the US","Journal of Clinical Epidemiology",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"17","503451","Fortin, Stephen P., Johnston, Stephen S., Schuemie, Martijn J.; Applied comparison of large-scale propensity score matching and cardinality matching for causal inference in observational research;  2021; Vol 21(1): 109","2021","Fortin","the US","BMC Medical Research Methodology",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"18","503767","Zhang, Xiang, Stamey, James D., Mathur, Maya B.; Assessing the impact of unmeasured confounders for credible and reliable real-world evidence;  2020; Vol 29(10): 1219-1227","2020","Zhang","a review","Pharmacoepidemiology and Drug Safety",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"19","544963","Ross, R. D., Shi, X., Caram, M. E. V., Tsao, P. A., Lin, P., Bohnert, A., Zhang, M., Mukherjee, B.; Veridical causal inference using propensity score methods for comparative effectiveness research with medical claims;  2021; Vol 21(2): 206-228","2021","Ross","the US","Health Services and Outcomes Research Methodology",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"20","544867","Wendling, T., Jung, K., Callahan, A., Schuler, A., Shah, N. H., Gallego, B.; Comparing methods for estimation of heterogeneous treatment effects using observational data from health care databases;  2018; Vol 37(23): 3309-3324","2018","Wendling","the US","Statistics in Medicine",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21","544856","Wortman, Joan Heck, Reiter, Jerome P.; Simultaneous record linkage and causal inference with propensity score subclassification;  2018; Vol 37(24): 3533-3546","2018","Wortman","Not Mentioned","Statistics in Medicine",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"22","545063","Chen, Bo, Lawson, Keith A., Finelli, Antonio, Saarela, Olli; Causal mediation analysis decomposition of between-hospital variance;  2022; Vol 22(1): 118-144","2022","Chen","Canada","Health Services and Outcomes Research Methodology",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"23","544834","Heintzman, Nathaniel, Kleinberg, Samantha; Using uncertain data from body-worn sensors to gain insight into type 1 diabetes;  2016; Vol 63 259-268","2016","Heintzman","the US","Journal of Biomedical Informatics",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"24","544857","Hu, L., Gu, C.; Estimation of causal effects of multiple treatments in healthcare database studies with rare outcomes;  2021; Vol 21(3): 287-308","2021","Hu","the US","Health Services and Outcomes Research Methodology",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25","548549","Listl, Stefan, Jurges, Hendrik, Watt, Richard G.; Causal inference from observational data; Community dentistry and oral epidemiology 2016; Vol 44(5): 409-15","2016","Listl","Not Mentioned","Community Dentistry and Oral Epidemiology",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"26","548736","Markham, Jessica L., Hall, Matt, Stephens, John R., Richardson, Troy, Gay, James C.; A Pediatric Hospital Medicine Primer for Performing Research Using Administrative Data; Hospital pediatrics 2022; Vol 12(9): e319-e325","2022","Markham","Not Mentioned","Hospital Pediatrics",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"27","545235","Lenain, R., Boucquemont, J., Leffondre, K., Couchoud, C., Lassalle, M., Hazzan, M., Foucher, Y.; Clinical trial emulation by matching time-dependent propensity scores: the example of estimating impact of kidney transplantation;  2020;","2020","Lenain","France","Epidemiology",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"28","545227","van Geloven, Nan, Dekkers, Olaf M., le Cessie, Saskia; Estimating the Effect of Treatment Duration Using Observational Data in Practice;  2019; Vol 30(2): e7-e8","2019","van Geloven","Not Mentioned","Epidemiology",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"29","545307","Garcia-Albeniz, X., Hsu, J., Hernan, M. A.; The value of explicitly emulating a target trial when using real world evidence: an application to colorectal cancer screening;  2017; Vol 32(6): 495?500","2017","Garcia-Albeniz","the US","European Journal of Epidemiology",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"30","548733","McDonald, Helen I., Shaw, Catriona, Thomas, Sara L., Mansfield, Kathryn E., Tomlinson, Laurie A., Nitsch, Dorothea; Methodological challenges when carrying out research on CKD and AKI using routine electronic health records; Kidney international 2016; Vol 90(5): 943-949","2016","McDonald","UK","Kidney International",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"31","545573","Trenner, M., Eckstein, H. H., Kallmayer, M. A., Reutersberg, B., Kuhnl, A.; Secondary analysis of statutorily collected routine data: Strengths, limitations and examples of use; Gefasschirurgie 2019; Vol 24(3): 220-227","2019","Trenner","Germany","Gefasschirurgie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","548863","Casey, Joan A., Schwartz, Brian S., Stewart, Walter F., Adler, Nancy E.; Using Electronic Health Records for Population Health Research: A Review of Methods and Applications; Annual review of public health 2016; Vol 37 61-81","2016","Casey","a review","Annual Review of Public Health",1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
"33","545581","Yu, Tzy-Chyi, Zhou, Huanxue; Benefits of applying a proxy eligibility period when using electronic health records for outcomes research: a simulation study; BMC research notes 2015; Vol 8 229","2015","Yu","the US","BMC Research Notes",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"34","545533","Duan, Rui, Cao, Ming, Wu, Yonghui, Huang, Jing, Denny, Joshua C., Xu, Hua, Chen, Yong; An Empirical Study for Impacts of Measurement Errors on EHR based Association Studies;  2016; Vol 2016 1764-1773","2016","Duan","the US","AMIA Annual Symposium Proceedings",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","548537","Joshua Lin, Kueiyu, Jin, Yinzhu, Gagne, Joshua, Glynn, Robert J., Murphy, Shawn N., Tong, Angela, Schneeweiss, Sebastian; Longitudinal Data Discontinuity in Electronic Health Records and Consequences for Medication Effectiveness Studies;  2022; Vol 111(1): 243-251","2022","Joshua Lin","the US","Clinical Pharmacology & Therapeutics",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","548826","Burden, Andrea M.; Pharmacoepidemiology and Big Data Analytics: Challenges and Opportunities when Moving towards Precision Medicine; Chimia 2019; Vol 73(12): 1012-1017","2019","Burden","Multiple","CHIMIA",1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
"37","545364","Shaw, Richard J., Harron, Katie L., Pescarini, Julia M., Pinto Junior, Elzo Pereira, Allik, Mirjam, Siroky, Andressa N., Campbell, Desmond, Dundas, Ruth, Ichihara, Maria Yury, Leyland, Alastair H., Barreto, Mauricio L., Katikireddi, Srinivasa Vittal; Biases arising from linked administrative data for epidemiological research: a conceptual framework from registration to analyses;  2022; Vol 37(12): 1215-1224","2022","Shaw","Brazil","European Journal of Epidemiology",1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"38","503228","Baek, Yeon-Hee, Noh, Yunha, Oh, In-Sun, Jeong, Han Eol, Filion, Kristian B., Lee, Hyesung, Shin, Ju-Young; Analytical Approaches to Reduce Selection Bias in As-Treated Analyses with Missing In-Hospital Drug Information;  2022; Vol 45(10): 1057-1067","2022","Baek","South Korea","Drug Safety",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"39","502850","Peskoe, Sarah B., Arterburn, David, Coleman, Karen J., Herrinton, Lisa J., Daniels, Michael J., Haneuse, Sebastien; Adjusting for selection bias due to missing data in electronic health records-based research;  2021; Vol 30(10): 2221-2238","2021","Peskoe","the US","Statistical Methods in Medical Research",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"40","545198","Wang, L., Olson, J. E., Bielinski, S. J., St. Sauver, J. L., Fu, S., He, H., Cicek, M. S., Hathcock, M. A., Cerhan, J. R., Liu, H.; Impact of Diverse Data Sources on Computational Phenotyping;  2020; Vol 11 556","2020","Wang","the US","Frontiers in Genetics",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"41","548882","Forooghian, Farzin; The importance of validation in ophthalmic medical claims database research; Canadian journal of ophthalmology. Journal canadien d'ophtalmologie 2017; Vol 52(2): 143-144","2017","Forooghian","Canada","Canadian Journal of Ophthalmology",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"42","504893","Prada-Ramallal, Guillermo, Takkouche, Bahi, Figueiras, Adolfo; Bias in pharmacoepidemiologic studies using secondary health care databases: a scoping review;  2019; Vol 19(1): 53","2019","Prada-Ramallal","a review","BMC Medical Research Methodology",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"43","545507","Sun, Jenny W., Wang, Rui, Li, Dongdong, Toh, Sengwee; Use of Linked Databases for Improved Confounding Control: Considerations for Potential Selection Bias;  2022; Vol 191(4): 711-723","2022","Sun","the US","American Journal of Epidemiology",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"44","591511","Eurich, Dean Trevor, Achtymichuk, Karly A., Johnson, Jeffrey A., Minhas-Sandhu, Jashu K., Lin, Mu; Development and Validation of an Index Score to Adjust for Healthy User Bias in Observational Studies; Journal of population therapeutics and clinical pharmacology = Journal de la therapeutique des populations et de la pharmacologie clinique 2017; Vol 24(3): e79-e89","2017","Eurich","Canada","Journal of Population Therapeutics and Clinical Pharmacology",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"45","502924","Wang, Zixuan, Ho, Phoebe W. H., Choy, Michael T. H., Wong, Ian C. K., Brauer, Ruth, Man, Kenneth K. C.; Advances in Epidemiological Methods and Utilisation of Large Databases: A Methodological Review of Observational Studies on Central Nervous System Drug Use in Pregnancy and Central Nervous System Outcomes in Children;  2019; Vol 42(4): 499-513","2019","Wang","a review","Drug Safety",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"46","544829","Blaschke, Katja, Seitz, Max W., Schubert, Ingrid, Listl, Stefan; Methodological approaches for investigating links between dental and chronic diseases with claims data: A scoping study;  2019; Vol 79(4): 334-342","2019","Blaschke","China","Journal of Public Health Dentistry",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"47","545546","Wu, Ying, Cook, Richard J.; Variable selection and prediction in biased samples with censored outcomes; Lifetime data analysis 2018; Vol 24(1): 72-93","2018","Wu","Canada","Lifetime Data Analysis",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"48","544876","Suissa, Samy, Moodie, Erica E. M., Dell'Aniello, Sophie; Prevalent new-user cohort designs for comparative drug effect studies by time-conditional propensity scores;  2017; Vol 26(4): 459-468","2017","Suissa","UK","Pharmacoepidemiology and Drug Safety",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"49","544894","Ng, D. Q., Dang, E., Chen, L., Nguyen, M. T., Nguyen, M. K. N., Samman, S., Nguyen, T. M. T., Cadiz, C. L., Nguyen, L., Chan, A.; Current and recommended practices for evaluating adverse drug events using electronic health records: A systematic review;  2021; Vol 4(11): 1457-1468","2021","Ng","the US","Journal of the American College of Clinical Pharmacy",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"50","545517","Maitland, Aaron, Lin, Amy, Cantor, David, Jones, Mike, Moser, Richard P., Hesse, Bradford W., Davis, Terisa, Blake, Kelly D.; A nonresponse bias analysis of the Health Information National Trends Survey (HINTS);  2017; Vol 22(7): 545-553","2017","Maitland","the US","Journal of Health Communication",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"51","545345","El-Zein, Mariam, Conus, Florence, Benedetti, Andrea, Parent, Marie-Elise, Rousseau, Marie-Claude; Evaluating the Validity of a Two-stage Sample in a Birth Cohort Established from Administrative Databases;  2016; Vol 27(1): 105-15","2016","El-Zein","Canada","Epidemiology",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"52","548484","Morgan, K., Page, N., Brown, R., Long, S., Hewitt, G., Del Pozo-Banos, M., John, A., Murphy, S., Moore, G.; Sources of potential bias when combining routine data linkage and a national survey of secondary school-aged children: a record linkage study;  2020; Vol 20(1): 178?","2020","Morgan","UK","BMC Medical Research Methodology",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"53","548482","Beesley, Lauren J., Mukherjee, Bhramar; Statistical inference for association studies using electronic health records: handling both selection bias and outcome misclassification; Biometrics 2022; Vol 78(1): 214-226","2022","Beesley","the US","Biometrics",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"54","548899","Goldstein, Neal D., Kahal, Deborah, Testa, Karla, Burstyn, Igor; Inverse probability weighting for selection bias in a Delaware community health center electronic medical record study of community deprivation and hepatitis C prevalence; Annals of epidemiology 2021; Vol 60 1-7","2021","Goldstein","the US","Annals of Epidemiology",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"55","504897","Sauer, Christopher M., Chen, Li-Ching, Hyland, Stephanie L., Girbes, Armand, Elbers, Paul, Celi, Leo A.; Leveraging electronic health records for data science: common pitfalls and how to avoid them;  2022; Vol 4(12): e893-e898","2022","Sauer","Not Mentioned","The Lancet Digital Health",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"56","545513","Kim, Ryung S., Shankar, Viswanathan; Prevalence estimation by joint use of big data and health survey: a demonstration study using electronic health records in New York city;  2020; Vol 20(1): 77","2020","Kim","the US","BMC Medical Research Methodology",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","544934","Shao, Shih-Chieh, Chan, Yuk-Ying, Kao Yang, Yea-Huei, Lin, Swu-Jane, Hung, Ming-Jui, Chien, Rong-Nan, Lai, Chi-Chun, Lai, Edward Chia-Cheng; The Chang Gung Research Database-A multi-institutional electronic medical records database for real-world epidemiological studies in Taiwan;  2019; Vol 28(5): 593-600","2019","Shao","China","Pharmacoepidemiology and Drug Safety",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"58","544971","Papanicolas, Irene, Orav, E. John, Jha, Ashish K.; Is mortality readmissions bias a concern for readmission rates under the Hospital Readmissions Reduction Program?;  2020; Vol 55(2): 249-258","2020","Papanicolas","the US","Health Services Research",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","545103","Goldstein, Benjamin A., Phelan, Matthew, Pagidipati, Neha J., Peskoe, Sarah B.; How and when informative visit processes can bias inference when using electronic health records data for clinical research;  2019; Vol 26(12): 1609-1617","2019","Goldstein","the US","Journal of the American Medical Informatics Association",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","545125","Roberts, Andrew W., Dusetzina, Stacie B., Farley, Joel F.; Revisiting the washout period in the incident user study design: why 6-12 months may not be sufficient;  2015; Vol 4(1): 27-35","2015","Roberts","the US","Journal of Comparative Effectiveness Research",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","548480","Jensen, Elizabeth T., Cook, Suzanne F., Allen, Jeffery K., Logie, John, Brookhart, Maurice Alan, Kappelman, Michael D., Dellon, Evan S.; Enrollment factors and bias of disease prevalence estimates in administrative claims data; Annals of epidemiology 2015; Vol 25(7): 519-525.e2","2015","Jensen","the US","Annals of Epidemiology",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","548829","Emilsson, Louise, Garcia-Albeniz, Xabier, Logan, Roger W., Caniglia, Ellen C., Kalager, Mette, Hernan, Miguel A.; Examining Bias in Studies of Statin Treatment and Survival in Patients With Cancer; JAMA oncology 2018; Vol 4(1): 63-70","2018","Emilsson","the US","JAMA Oncology",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","548874","Beurs, Edwin, Warmerdam, Lisanne, Twisk, Jos; Bias through selective inclusion and attrition: Representativeness when comparing provider performance with routine outcome monitoring data; Clinical Psychology & Psychotherapy 2019; Vol 26(4): 430-439","2019","Beurs","Netherlands","Clinical Psychology & Psychotherapy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","548478","Jiang, Jiyuan; Selection Bias in the Predictive Analytics With Machine-Learning Algorithm; Annals of emergency medicine 2021; Vol 77(2): 272-273","2021","Jiang","Not Mentioned","Annals of Emergency Medicine",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"65","545527","Hebal, Ferdynand, Hu, Yue-Yung, Raval, Mehul V.; Research using clinical registries in children's surgical care;  2018; Vol 27(6): 345-352","2018","Hebal","the US","Seminars in Pediatric Surgery",0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
"66","502874","Kestle, John R. W.; Administrative database research;  2015; Vol 122(2): 441-2","2015","Kestle","Not Mentioned","Journal of Neurosurgery",1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"67","545196","Clark, Antony, Ng, Jonathon Q., Morlet, Nigel, Semmens, James B.; Big data and ophthalmic research;  2016; Vol 61(4): 443-65","2016","Clark","a review","Survey of Ophthalmology",0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
"68","591535","Ulrich, E. H., So, G., Zappitelli, M., Chanchlani, R.; A Review on the Application and Limitations of Administrative Health Care Data for the Study of Acute Kidney Injury Epidemiology and Outcomes in Children; Frontiers in Pediatrics 2021; Vol 9 742888","2021","Ulrich","a review","Frontiers in Pediatrics",1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
"69","548544","Sperrin, Matthew, Martin, Glen P.; Multiple imputation with missing indicators as proxies for unmeasured variables: simulation study;  2020; Vol 20(1): 185","2020","Sperrin","Not Mentioned","BMC Medical Research Methodology",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"70","545046","Doyle, Carla M., Lix, Lisa M., Hemmelgarn, Brenda R., Paterson, J. Michael, Renoux, Christel; Data variability across Canadian administrative health databases: Differences in content, coding, and completeness;  2020; Vol 29 Suppl 1 68-77","2020","Doyle","Canada","Pharmacoepidemiology and Drug Safety",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"71","544917","Reeder, Blaine, David, Alexandria; Health at hand: A systematic review of smart watch uses for health and wellness;  2016; Vol 63 269-276","2016","Reeder","a review","Journal of Biomedical Informatics",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"72","544926","Cook, Lily A., Sachs, Jonathan, Weiskopf, Nicole G.; The quality of social determinants data in the electronic health record: a systematic review;  2021; Vol 29(1): 187-196","2021","Cook","a review","Journal of the American Medical Informatics Association",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"73","502927","Merola, D., Schneeweiss, S., Jin, Y., Lii, J., Lin, K. J.; Advancing an Algorithm for the Identification of Patients with High Data-Continuity in Electronic Health Records;  2022; Vol 14 1339-1349","2022","Merola","the US","Clinical Epidemiology",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"74","503073","Merola, David, Schneeweiss, Sebastian, Schrag, Deborah, Lii, Joyce, Lin, Kueiyu Joshua; An algorithm to predict data completeness in oncology electronic medical records for comparative effectiveness research;  2022; Vol 76 143-149","2022","Merola","the US","Annals of Epidemiology",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"75","548803","Gianfrancesco, Milena A., Goldstein, Neal D.; A narrative review on the validity of electronic health record-based research in epidemiology; BMC medical research methodology 2021; Vol 21(1): 234","2021","Gianfrancesco","a review","BMC Medical Research Methodology",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"76","548724","Predmore, Zachary, Fischer, Shira; Electronic Health Data Quality and Population Health Management Algorithms; Population health management 2022; Vol 25(5): 695-697","2022","Predmore","Not Mentioned","Population Health Management",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"77","544841","O'Brien, William J., Chen, Qi, Mull, Hillary J., Shwartz, Michael, Borzecki, Ann M., Hanchate, Amresh, Rosen, Amy K.; What is the value of adding Medicare data in estimating VA hospital readmission rates?;  2015; Vol 50(1): 40-57","2015","O'Brien","the US","Health Services Research",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"78","591476","Allen-Graham, J., Mitchell, L., Heriot, N., Armani, R., Langton, D., Levinson, M., Young, A., Smith, J. A., Kotsimbos, T., Wilson, J. W.; Electronic health records and online medical records: an asset or a liability under current conditions?; Australian health review 2018; Vol 42(1): 59‐65","2018","Allen-Graham","Australia","Australian Health Review",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"79","545566","Todd, Oliver M., Burton, Jennifer K., Dodds, Richard M., Hollinghurst, Joe, Lyons, Ronan A., Quinn, Terence J., Schneider, Anna, Walesby, Katherine E., Wilkinson, Chris, Conroy, Simon, Gale, Chris P., Hall, Marlous, Walters, Kate, Clegg, Andrew P.; New Horizons in the use of routine data for ageing research; Age and ageing 2020; Vol 49(5): 716-722","2020","Todd","Not Mentioned","Age and Ageing",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"80","545268","Gianfrancesco, Milena A., Tamang, Suzanne, Yazdany, Jinoos, Schmajuk, Gabriela; Potential Biases in Machine Learning Algorithms Using Electronic Health Record Data;  2018; Vol 178(11): 1544-1547","2018","Gianfrancesco","Not Mentioned","JAMA Internal Medicine",1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"81","545250","Kim, Ji-Sung, Gao, Xin, Rzhetsky, Andrey; RIDDLE: Race and ethnicity Imputation from Disease history with Deep LEarning;  2018; Vol 14(4): e1006106","2018","Kim","the US","PLOS Computational Biology",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"82","548795","Grundmeier, Robert W., Song, Lihai, Ramos, Mark J., Fiks, Alexander G., Elliott, Marc N., Fremont, Allen, Pace, Wilson, Wasserman, Richard C., Localio, Russell; Imputing Missing Race/Ethnicity in Pediatric Electronic Health Records: Reducing Bias with Use of U.S. Census Location and Surname Data; Health services research 2015; Vol 50(4): 946-60","2015","Grundmeier","the US","Health Services Research",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"83","544903","Chang, Changgee, Deng, Yi, Jiang, Xiaoqian, Long, Qi; Multiple imputation for analysis of incomplete data in distributed health data networks;  2020; Vol 11(1): 5467","2020","Chang","the US","Nature Communications",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
